Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills, Available,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,0,0,0,0,"Amazon Web Server (AWS), C++ Programming, Computer Networking, Java, MySQL, Shell Scripting",Yes,Master of Computer Applications (MCA),Computer Application,2024,1.00,0.928571429,NA,NA
,2,2,0,0,"Data Science, Machine Learning, MySQL, Python",Yes,M.Sc. Management,Data Science And Business Analysis,2023,0.80,0.7,1,1
,3,2,2,1,"Computer Vision, Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, C++ Programming, Data Analytics, Data Structures, Django, Flask, Image Processing, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, OpenCV, R Programming, Research and Analytics, SQL, ArcGIS, CSS, Deep Learning, HTML, Java, Neural Networks, Power BI, ReactJS",Yes,B.Tech,Artificial Intelligence And Data Science,2024,NA,NA,1,NA
,2,0,2,2,"English Proficiency (Written), C Programming, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, Mathematics, Natural Language Processing (NLP), Python, SQL, Statistical Modeling, CSS, Java",Yes,B.Tech,,2025,NA,NA,NA,NA
,1,1,0,0,"HTML, MS-Office, CSS, Data Analytics, Data Science, Django, Machine Learning, Python, SQL",Yes,B.Tech,Computer Science & Engineering,2023,NA,NA,NA,NA
,0,1,1,1,"Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)",Yes,Bachelor of Engineering (B.E),Mechanical,2019,0.79,NA,NA,NA
,1,0,0,0,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Biology, CSS, Canva, Chemistry, Database Management System (DBMS), HTML, MS-Excel, MS-Office, MS-PowerPoint, Mathematics, Physics, Tamil Proficiency (Spoken), Accounting, Data Analytics, Java, JavaScript, Python, Statistics",Yes,Bachelor of Computer Applications (BCA),,2023,NA,NA,NA,NA
,0,0,0,0,,Yes,Bachelor of Engineering (B.E),Information Technology,2023,NA,NA,NA,NA
,0,0,0,0,"Algorithms, Canva, Java, MS-Office, MySQL, Statistics",Yes,Bachelor of Computer Applications (BCA),Computer Science,2023,NA,NA,NA,NA
,2,2,2,0,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Internet of Things (IoT), MS-Excel, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, Computer Vision, OpenCV, Tableau",Yes,Post Graduate Diploma,Data Science,2019,0.56,0.65,NA,1
,2,2,2,0,"English Proficiency (Written), Data Analytics, Data Structures, English Proficiency (Spoken), Java, MS-Excel, Machine Learning, Manual Testing, MySQL, Natural Language Processing (NLP), Python, Search Engine Optimization (SEO), CCNA",Yes,B.Tech,Computer Science & Engineering,2022,NA,0.836,1,1
,2,0,0,0,"C Programming, Java, Python, JavaScript",Yes,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,NA,NA,NA,NA
,0,2,0,0,"Ethical Hacking, Android, C Programming, C++ Programming, CSS, HTML, Java, Kotlin, Linux, Machine Learning, Power BI, Data Science, JavaScript",Yes,B.Tech,Computer Science,2024,0.96,NA,1,1
,2,2,0,0,"MS-PowerPoint, Creative Writing, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Spoken), Machine Learning, MySQL, Neural Networks, Power BI, Python, Sketching, Statistical Modeling",Yes,B.Tech,Computer Science & Technology,2025,NA,NA,NA,NA
,2,0,0,0,"HTML, CSS, JavaScript, Python, Java",Yes,B.Tech,Information Technology,2023,NA,NA,NA,NA
,2,2,0,2,"English Proficiency (Written), Algorithms, Artificial intelligence, Computer Vision, Creative Writing, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Google Analytics, JavaScript, MS-Excel, MS-Office, Machine Learning, MySQL, PostgreSQL, Power BI, Python, SQL, Tableau",Yes,,Certification  IN AI AND ML,2021,NA,0.714285714,NA,NA
,3,2,2,0,"Data Science, MS-Excel, Power BI, Python, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",Yes,M.Sc. in Data Science,,2023,NA,NA,NA,NA
,1,0,0,0,"HTML, CSS, Data Science, Java, MySQL, Python",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,1,1,0,"Adobe Photoshop Lightroom CC, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Photography, Video Editing, Video Making, Adobe After Effects, Adobe Photoshop, Algorithms, CSS, Data Analytics, Data Structures, HTML, MS-Excel, Power BI, Python, SQL, SolidWorks, Data Science, JavaScript, Machine Learning, Natural Language Processing (NLP)",Yes,B.Tech,,2025,NA,NA,NA,NA
,1,0,0,0,"HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, AJAX, C#, Internet of Things (IoT), Java, MySQL, Cloud Computing, Linux, Python",Yes,Bachelor of Information Technology (B.I.T.),,2023,NA,NA,NA,NA
,2,0,0,0,"CSS, HTML, Python, SQL, JavaScript, ReactJS",Yes,B.Tech,,2024,NA,NA,NA,NA
,0,0,0,0,"C Programming, C++ Programming, CSS, Cloud Computing, Database Management System (DBMS), HTML, Internet of Things (IoT), Microsoft Visual Studio, PHP, Raspberry Pi, Android",Yes,Bachelor of Computer Engineering,computer science,2025,NA,0.8,NA,NA
,2,2,2,0,"English Proficiency (Written), Data Analytics, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau",Yes,B.Tech,,2021,NA,0.805,NA,NA
,2,0,0,0,"C Programming, C++ Programming, AngularJS, CSS, Creative Writing, HTML, Java, Python, SQL",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.952,1,1
,2,0,0,0,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, MySQL, Python, Computer Vision",Yes,,,0,NA,NA,1,NA
,2,1,0,0,"Python, C Programming, Data Structures, Internet of Things (IoT), Java, Machine Learning",Yes,Bachelor of Engineering (B.E),Information Technology,2021,0.75,NA,1,1
,2,1,0,1,"HTML, MS-Excel, MS-Office, Python, Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, R Programming",Yes,Master of Science (M.Sc),Artificial Intelligence,2024,0.80,NA,NA,NA
,2,2,2,2,"Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics",Yes,B.Tech,Electrical and Electronics Engineering,2018,NA,NA,NA,NA
,1,1,0,0,"MATLAB, Visual Basic (VB), Data Analytics, Machine Learning, Python, SQL",Yes,,Civil Engineering,2024,NA,NA,NA,NA
,2,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MySQL, Python, Computer Vision, Deep Learning, Flask",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,NA,0.88,1,NA
,2,2,0,0,"Artificial Intelligence, MS-Excel, Machine Learning, Python, Power BI, SQL",Yes,B.Tech,,2023,NA,NA,NA,NA
,2,1,1,1,"English Proficiency (Written), Python, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, OpenCV, SQL",Yes,B.Tech,Data Science,2024,NA,0.9,1,1
,1,0,0,0,"Cloud Computing, Python",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,1,1
,2,1,0,0,"Algorithms, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, MS-Excel, Power BI, Python, SQL, Database Management System (DBMS), Machine Learning",Yes,M.Sc. in Data Science,And Big Data Analytics,2024,NA,0.714,NA,NA
,2,1,0,0,"C++ Programming, CSS, Express.js, Flask, HTML, JavaScript, MongoDB, Node.js, Python, Machine Learning",Yes,Bachelor of Technology (B.Tech),computer science,2023,NA,NA,NA,NA
,0,0,0,0,"Content Writing, HTML, MS-Office, JavaScript, MS-Excel, Marketing Strategies , UI & UX Design, Figma, User Interface (UI) Development",Yes,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),Computer Science & Technology,2023,NA,NA,NA,NA
,0,0,0,0,,Yes,Certified Data Scientist,Biological Science,2022,1.00,NA,NA,NA
,2,2,1,2,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Computer Networks, Deep Learning, Java, Jira, Machine Learning, Mathematics, MySQL, Python, CSS, Computer Vision, Data Science, German Proficiency (Spoken), German Proficiency (Written), HTML, JavaScript, Natural Language Processing (NLP)",Yes,B.Tech,,2024,NA,0.855,1,1
,2,2,1,1,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, Statistics, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Java, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, SQL, Tableau",Yes,Master of Computer Science (M.C.S.),,2023,0.88,NA,NA,NA
,1,1,0,1,"Canva, English Proficiency (Spoken), English Proficiency (Written), C++ Programming, Dart, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Flutter, Java, MS SQL Server, MS-Office, Machine Learning, Power BI, Python, SQL",Yes,B.Tech,Data Science,2024,NA,NA,1,1
,2,1,0,0,"Physics, Data Analytics, MS-Excel, Python, Statistics, Machine Learning, Power BI, SQL",Yes,Master of Science (M.Sc),Physics,2022,NA,NA,NA,NA
,3,3,3,2,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, Artificial intelligence, C Programming, CSS, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, SQL, C++ Programming, Computer Vision, Django, Flask",Yes,Bachelor of Technology (B.Tech),Computer Science,2023,NA,0.856,1,1
,2,2,2,2,"Artificial intelligence, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python",Yes,B.Tech,,2024,NA,NA,NA,NA
,2,2,2,2,"HTML, MySQL, Bootstrap, CSS, Creative Writing, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, jQuery, Computer Networks, Computer Vision, Data Analytics, Data Science, Data Structures, MS-Excel, Node.js, PHP, ReactJS, WordPress",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,1
,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Computer Vision, Data Analytics, Data Science, Deep Learning, Natural Language Processing (NLP), SQL",Yes,,,0,NA,NA,NA,NA
,3,2,0,1,"Python, C Programming, C++ Programming, CSS, Data Analytics, Data Structures, Flask, HTML, Machine Learning, OpenCV, Deep Learning, SQLite",Yes,Bachelor of Engineering (B.E),,2025,NA,NA,NA,NA
,0,0,0,0,,Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,1,1,0,0,"Data Analytics, Data Science, Machine Learning, Python, SQL, Tableau",Yes,B.Tech,,2022,NA,NA,NA,NA
,2,0,0,0,"CSS, HTML, JavaScript, MySQL, Python, Bootstrap, Node.js, PHP, ReactJS, WordPress",Yes,Bachelor of Engineering (B.E),computer science,2024,NA,0.911111111,1,1
,2,2,0,1,"MS-Excel, CSS, Computer Vision, Data Analytics, Data Science, Machine Learning, MySQL, Neural Networks, Power BI, Python, Research and Analytics, SQL, Tableau, UI & UX Design, Deep Learning, Java",Yes,Master of Computer Applications (MCA),Computer Science & Technology,2024,NA,NA,NA,NA
,2,2,0,0,"CSS, HTML, Database Management System (DBMS), Java, JavaScript, MS-Office, Machine Learning, Python, Data Analytics, Data Science, Data Structures",Yes,Bachelor of Engineering (B.E),Information Technology,2024,NA,NA,NA,NA
,2,0,0,0,"AutoCAD, MS-Office, Power BI, Python, SQL",Yes,DIPLOMA IN CIVIL Engineering,Civil Engineering,2017,0.86,NA,NA,NA
,2,0,0,0,"Cloud Computing, Database Management System (DBMS), Microsoft Azure, MySQL, Python, SQL, Tableau",Yes,Bachelor of Science (B.Sc) (Pass),INFORMATION TECHONOLGY,2011,NA,NA,NA,NA
,2,0,0,0,"MS-Excel, C Programming, Python, C++ Programming, JavaScript, SQL",Yes,B.Tech,Computer Science & Engineering,2026,NA,NA,NA,NA
,2,0,0,0,"HTML, Python, CSS, React Native, ReactJS",Yes,B.Tech,Computer Science,2024,NA,NA,1,1
,0,0,0,0,"CSS, Data Structures, HTML, Java",Yes,B.Tech,Electronics and Instrumentation ,2025,NA,NA,NA,NA
,3,2,0,0,"JavaScript, Python, Data Science, Machine Learning, Tableau, Data Analytics",Yes,Advanced Certification In Data Science,,2023,NA,NA,NA,NA
,3,2,2,2,"Python, Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, SQL, C Programming, C++ Programming, Computer Vision, Git",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,2,0,2,"Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS SQL Server, MS-Excel, Machine Learning, OpenCV, Power BI, Python, SQL, Statistical Modeling",Yes,B.Tech,Civil Engineering,2020,NA,NA,NA,NA
,3,1,0,0,"MS-Office, MySQL, Power BI, Python, Data Analytics, MS-Excel, Machine Learning",Yes,Bachelor of Science (B.Sc),,2020,NA,NA,NA,NA
,1,0,0,0,Python,Yes,Bachelor of Technology (B.Tech),Information Technology,2024,0.72,NA,NA,NA
,0,0,0,0,,Yes,B.Tech,Electronics and Telecommunication Engineering (ETE),2023,NA,NA,NA,NA
,3,1,1,1,"Data Science, English Proficiency (Spoken), Python, Data Analytics, English Proficiency (Written), MS-Excel, Power BI, Artificial Intelligence, Computer Vision, Data Structures, Deep Learning, Elasticsearch, Image Processing, MS SQL Server, MS-Office, MS-PowerPoint, Machine Learning, MySQL, Natural Language Processing (NLP), NoSQL, OpenCV, PostgreSQL, Research and Analytics, SQL, Statistics, Tableau",Yes,B.Tech,Electronics and Communication,2022,NA,NA,NA,NA
,2,2,2,2,"C++ Programming, English Proficiency (Spoken), Computer Networks, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Written), Git, GitHub, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL",Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,2,2,0,0,"MS-Excel, Data Analytics, Machine Learning, Python, Statistics",Yes,MBA,Business Analytics,2023,NA,1,NA,NA
,1,1,1,1,"English Proficiency (Spoken), MS-Word, C Programming, C++ Programming, English Proficiency (Written), MS-Excel, MS-PowerPoint, Mathematics, SQL, Data Analytics, Data Science, Deep Learning, Hadoop, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, SPSS, Statistics, Tableau",Yes,Master of Science (M.Sc),Mathematics,2023,NA,0.65,1,1
,2,2,2,2,"Adobe Illustrator, Algorithms, Amazon Web Services (AWS), C++ Programming, Cloud Computing, Cloud Firestore, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Figma, Firebase, Flask, GitHub, Heroku, Image Processing, Linux, MS-Excel, Machine Learning, Microsoft Visual Studio, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, Postman, Python, Research and Analytics, Django, Kotlin, SQL",Yes,B.Tech,,2024,NA,NA,NA,NA
,0,0,0,0,"C Programming, CSS, HTML, MS-Excel, SQL, Adobe Photoshop, Content Writing, Java",Yes,B.Tech,Engineering Physics,2024,NA,NA,1,1
,0,1,0,0,Machine Learning,Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,3,2,2,2,"Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Mathematics, Python, Research and Analytics, SQL, Artificial Intelligence, Data Science, Deep Learning, HTML, Hadoop, Machine Learning, Manual Testing, Microsoft Azure, Natural Language Processing (NLP), Neural Networks, Power BI, Statistical Modeling, Tableau",Yes,Bachelor of Engineering (B.E),Mechanical Engineering,2022,0.75,NA,1,1
,2,2,0,0,"Machine Learning, OpenCV, Python, Android, GitHub",Yes,B.Tech,Computer Science,2025,NA,0.897,1,1
,0,0,0,0,"C Programming, C++ Programming, AutoCAD, MATLAB",Yes,B.Tech,Electrical Engineering,2024,NA,0.71,1,1
,2,2,0,1,"Data Science, English Proficiency (Written), Machine Learning, Mathematics, Python, Computer Vision, Deep Learning, Heroku, MongoDB, MySQL, SQL",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.88,1,1
,2,2,1,2,"Data Analytics, Database Management System (DBMS), Business Analysis, Data Science, Deep Learning, Hadoop, MS-Excel, Machine Learning, NoSQL, Power BI, Python, R Programming, SQL, Tableau, Natural Language Processing (NLP)",Yes,Integrated M.Sc.,Data Science,2024,NA,0.832,NA,NA
,3,2,2,0,"Data Analytics, Database Management System (DBMS), HTML, Python, CSS, Data Science, Data Structures, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",Yes,Integrated M.Sc.,Data Science,2024,NA,0.848,NA,NA
,2,0,0,0,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Project Management, Research and Analytics, Time Management, WordPress, Acting technique, Adobe Photoshop, C Programming, Canva, Dancer MVC Web Framework, HR Analytics, Java, Python, Flutter, Spanish Proficiency(Spoken), Spanish Proficiency(Written)",Yes,Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,0.91,NA,1,1
,2,1,2,2,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), SQL, Client Relationship, Deep Learning, Jenkins, Jira, MS-Excel, MS-PowerPoint, Natural Language Processing (NLP), Power BI, Project Management, Python, REST API, UI & UX Design, User Interface (UI) Development, Wireframing, Artificial intelligence, Data Analytics, Machine Learning, Product Lifecycle Management(PLM), Product Management, Tableau",Yes,MBA,Business Analytics,2024,0.87,0.751,NA,NA
,2,2,0,0,"Adobe Premiere Pro, MS-Word, Adobe Photoshop, Artificial Intelligence, CSS, HTML, JavaScript, MS-Office, Machine Learning, MySQL, Python, Adobe Photoshop Lightroom CC, C Programming, Java, Tableau",Yes,B.Tech,Computer Science & Engineering,2023,0.85,NA,NA,NA
,1,0,0,0,Python,Yes,Bachelor of Computer Applications (BCA),,2022,NA,1,NA,NA
,1,0,0,0,"C++ Programming, C Programming, C#, Java, MATLAB, Python, Unity 3D, VLSI",Yes,B.Tech,,2024,NA,NA,1,1
,2,0,0,0,"C Programming, CSS, HTML, Java, JavaScript, Python, SQLite, Data Analytics, PHP, ReactJS",Yes,B.Tech,computer science,2025,NA,NA,NA,NA
,2,0,0,0,"Angular 2.0, CSS, Data Structures, HTML, Java, SQL, JavaScript, Python, ReactJS, C Programming",Yes,Business Engineering (BE),Chemical Engineering,2022,0.76,NA,1,1
,2,1,0,2,"Android, Content Writing, Data Structures, Deep Learning, Figma, Java, MS-Excel, Python, Video Editing, Video Making, Algorithms, Artificial intelligence, CSS, Data Analytics, Data Science, HTML, Machine Learning, SQL",Yes,B.Tech,Computer Science,2024,NA,NA,1,1
,2,2,0,2,"HTML, C Programming, CSS, Data Science, Data Structures, Deep Learning, JavaScript, MS-Excel, Machine Learning, Node.js, Python, ReactJS, SQL, WordPress, Webflow, jQuery",Yes,B.Tech,Artificial Intelligence And Data Science,2024,NA,0.987777778,1,1
,3,3,3,3,"Business Analysis, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Research and Analytics, SQL, Tableau",Yes,,Data Science And Machine Learning,2022,NA,1,1,NA
,2,2,0,0,"MS-Excel, Power BI, Tableau, Data Analytics, Data Science, Machine Learning, Python, SQL",Yes,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),Computer Science & Engineering,2021,NA,0.697,NA,NA
,3,2,2,2,"Data Structures, Python, CSS, Deep Learning, Django, Flask, Git, GitHub, HTML, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), REST API, SQL, Selenium, ReactJS",Yes,Bachelor of Engineering (B.E),Information Technology,2023,0.86,NA,1,1
,2,2,2,2,"LaTeX, MySQL, R Programming, Data Science, Data Structures, Deep Learning, Machine Learning, MongoDB, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau, MS-Excel",Yes,M.Sc. in Data Science,Data Analytics,2024,NA,NA,NA,NA
,2,0,0,0,"Data Science, MySQL, Python, C Programming, Java, JavaScript, MS-Excel, Tableau",Yes,Master of Computer Science (M.C.S.),Datascience,2024,NA,0.688,1,NA
,2,2,0,1,"MS-Office, Machine Learning, Python, Tableau, Data Analytics, Deep Learning, HTML, Java, MS-Excel, R Programming, SQL",Yes,Master of Science (M.Sc),Data Science,2023,0.96,0.965,1,1
,2,1,1,0,"Bootstrap, C++ Programming, CSS, Chemistry, Content Writing, Django, HTML, JavaScript, MS-Excel, MS-Office, Python, ReactJS, SQL, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), R Programming",Yes,Integrated B.Tech,Information Technology,2023,NA,0.75,1,NA
,2,2,2,0,"C Programming, English Proficiency (Spoken), Machine Learning, Natural Language Processing (NLP), Python, Data Analytics, OpenCV",Yes,B.Tech,Artificial Intelligence And Machine Learning,2024,NA,NA,1,1
,2,2,2,0,"Data Analytics, Data Science, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, NoSQL",Yes,Bachelor of Technology (B.Tech),Chemical Engineering,2021,0.86,NA,NA,NA
,3,3,3,3,"C++ Programming, CSS, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, MySQL, Natural Language Processing (NLP), PHP, Python, ReactJS, Computer Vision, Data Analytics, Django, HTML, OpenCV",Yes,B.Tech,Electronics and Communication,2024,NA,0.94,NA,NA
,2,1,1,0,"English Proficiency (Written), Android, English Proficiency (Spoken), MS-Excel, MS-Word, Python, .NET, Artificial Intelligence, Data Science, Data Structures, Database Management System (DBMS), Django, Java, JavaScript, Jenkins, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, Power BI, SQL",Yes,Master of Computer Applications (MCA),,2024,0.87,NA,NA,NA
,2,2,0,0,"C++ Programming, Data Analytics, Data Science, Machine Learning, Python, SolidWorks, Flask, MS-Excel, MySQL, Power BI, Tableau",Yes,Bachelor of Technology (B.Tech),Mechanical Engineering,2020,NA,0.715,NA,NA
,2,0,0,2,"English Proficiency (Spoken), English Proficiency (Written), Image Processing, Internet of Things (IoT), MS-Excel, MS-Office, MS-PowerPoint, PCB Design, Voice-over artist, Voiceover, Adobe After Effects, Amazon Web Services (AWS), Analog And Digital Circuits, Arduino, C Programming, CSS, Cloud Computing, Data Structures, Deep Learning, Digital Signal Processing, Embedded Systems, HR Analytics, HTML, Java, Python, Robotics, Sketch, iOS, Amazon Web Server (AWS), MySQL, SQL",Yes,B.Tech,,2023,NA,0.75,1,1
,1,0,0,0,"MS-Office, MS-Excel, MS-PowerPoint, MS-Word, Adobe Illustrator, Adobe Indesign, C Programming, Python, VS Code",Yes,B.Tech,,2026,NA,NA,NA,NA
,2,2,2,0,"Node.js, SQL, .NET, Algorithms, Angular 7.0, Artificial Intelligence, Bootstrap, C Programming, C#, C#.NET, C++ Programming, CSS, Computer Networking, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Firebase, Flutter, Golang, HTML, Java, JavaScript, MS SQL Server, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), Python, React Native, ReactJS, Redux",Yes,Master of Computer Applications (MCA),Computer Science & Engineering,2017,0.77,0.6675,1,1
,2,2,0,0,"CSS, HTML, Java, Machine Learning, Python, UI & UX Design, Artificial Intelligence, C Programming, C++ Programming, JavaScript, Video Editing",Yes,B.Tech,Computer And Communication Engineering,2024,NA,NA,NA,NA
,2,2,0,2,"Algorithms, Assamese Proficiency (Written), Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, Java, MS-Excel, Machine Learning, OpenCV, Oracle, PostgreSQL, Power BI, Python, SQL, SAS",Yes,Bachelor of Computer Science (B.C.S.),,2023,NA,0.95,NA,NA
,2,1,0,0,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, MongoDB, MySQL, Python, Blockchain, Cloud Computing, Data Analytics, Django, Ethereum, Machine Learning, Solidity, Terraform",Yes,Bachelor of Computer Applications (BCA),,2021,NA,NA,NA,1
,2,1,0,0,"C Programming, HTML, Python, Artificial Intelligence, Machine Learning",Yes,B.Tech,Computer Science & Engineering,2025,NA,NA,NA,NA
,2,1,0,0,"AutoCAD, Python, HTML, Machine Learning, Software Testing",Yes,B.Tech,Civil Engineering,2024,NA,0.76,NA,NA
,2,2,0,1,"Bootstrap, C++ Programming, CSS, Data Science, Data Structures, Flask, HTML, Machine Learning, Python, Deep Learning",Yes,B.Tech,Computer Science & Engineering,2024,NA,NA,NA,NA
,2,0,0,0,"C Programming, MS-Word, C++ Programming, CSS, Content Writing, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, Oracle, Python, SQL",Yes,B.Tech,Computer Science & Engineering,2024,NA,0.9,1,1
,0,2,2,0,"Android, Bootstrap, CSS, Data Structures, Database Management System (DBMS), HTML, JSON, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), jQuery",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.79,NA,NA
,3,3,2,2,"Data Analytics, Data Science, GitHub, MS-Excel, Machine Learning, Python, Tableau, Algorithms, Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, Java, MS SQL Server, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, PostgreSQL, Power BI, SQL, Statistics",Yes,B.Tech,Computer Science & Engineering,2023,NA,0.866,NA,NA
,2,2,1,2,"Artificial Intelligence, AutoCAD, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, MATLAB, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, R Programming, Computer Vision, Gitlab, Natural Language Processing (NLP), OpenCV, SQL, Tableau",Yes,Dual Degree,Metallurgical & Materials Engineering,2025,NA,NA,1,1
,3,3,3,0,"Algorithms, Amazon Web Server (AWS), Artificial Intelligence, Blockchain, C Programming, C++ Programming, CSS, Computer Vision, Data Science, Data Structures, Eclipse (IDE), Ethereum, HTML, Internet of Things (IoT), Java, JavaFX, JavaScript, Linux, MS SQL Server, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, PHP, Python, ReactJS, SQL, jQuery, Amazon Web Services (AWS), Angular 2.0, Angular 7.0, Data Analytics, Django, Ethical Hacking, MS-Excel, Node.js, OpenCV",Yes,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),computer science,2023,NA,0.7,NA,NA
,2,0,0,0,Python,Yes,BE,Mechanical Engineering,2020,NA,NA,NA,NA
,2,3,0,0,"Blogging, CSS, Content Writing, Creative Writing, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, Music, R Programming, Social Media Marketing, UI & UX Design, Unity Engine, Video Editing, Video Making, Android, Blender 3D, C Programming, C#, C++ Programming, Computer Vision, Content Marketing, Database Management System (DBMS), Firebase, Flutter, Hadoop, Image Processing, JavaScript, MATLAB, Python, SQL, Unity 3D, Virtualization, Adobe Photoshop, Java, Kotlin, Unreal Engine",Yes,B.Tech,Artificial Intelligence And Data Science,2024,NA,0.925,1,NA
,2,2,2,2,"Artificial Intelligence, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",Yes,Master of Science (M.Sc),Computer Application,2019,NA,NA,NA,NA
